uid,Titre en anglais,Titre en Japonais,Editeurs,Numéro de série,Date,Main Category,Sub Category
71e4e5e6-ab16-4e5e-be38-ff37f56d3242,Super Pinball II - The Amazing Odyssey,スーパーピンボール2 ザ・アメイジング・オデッセイ,メルダック / カゼ / Meldac / Kaze,SHVC-APLJ-JPN,1995-03-17,Pinball,
4c70059f-ceff-41d5-b752-4063307252eb,Super Power League,スーパーパワーリーグ,ハドソン / Hudson,SHVC-M3,1993-08-06,Sports,Baseball
4bbc7f1c-8cca-48df-9c49-00909a0082dc,Super Power League 2,スーパーパワーリーグ2,ハドソン / Hudson,SHVC-Z4,1994-08-03,Sports,Baseball
bbf63909-027b-476b-99a1-b888a8b41bfe,Super Power League 3,スーパーパワーリーグ3,ハドソン / Hudson,SHVC-AP9J-JPN,1995-08-10,Sports,Baseball
811df9c2-de6b-44f8-9674-8c16d17ca99d,Super Power League 4,スーパーパワーリーグ4,ハドソン / Hudson,SHVC-AE7J-JPN,1996-08-09,Sports,Baseball
bb5181d7-58d4-44b3-bc6f-8ed0da24afe3,Super Professional Baseball,スーパープロフェッショナルベースボール,ジャレコ / Jaleco,SHVC-SP,1991-05-17,Sports,Baseball
600c95c8-b594-4238-bf16-4056e21599b6,Super Professional Baseball 2,スーパープロフェッショナルベースボールII,ジャレコ / Jaleco / Argonaut,SHVC-PB,1992-08-07,Sports,Baseball
5ec21c62-38a8-4bc2-a518-2d065048fe45,Super Punch-Out!!,スーパーパンチアウト！！,任天堂 / Nintendo,SHVC-4Q / SNS-4Q,1998-03-01 / 1994-02-28,Sports,Boxing
b3c907cd-288a-45fb-a74c-26aa4eb807bc,Super Puyo Puyo,す〜ぱ〜ぷよぷよ,バンプレスト / コンパイル / Banpresto / Compile,SHVC-PQ,1993-12-10,Puzzle,Matching
2b95de9f-5e7c-4d38-b921-c6eaaf111531,Super Puyo Puyo 2,す〜ぱ〜ぷよぷよ通,コンパイル / Compile,SHVC-AXPJ-JPN,1995-12-08,Puzzle,Matching
ccf5b231-7466-4330-bf5f-44fdd81210cc,Super Puyo Puyo 2 Remix,す〜ぱ〜ぷよぷよ通リミックス,コンパイル / Compile,SHVC-A7PJ-JPN,1996-03-08,Puzzle,Matching
3ac9d979-129b-4862-91a0-caee90059322,Super R-Type,スーパー・アールタイプ,アイレム / IREM,SHVC-SR / SNS-SR,1991-07-13 / 1991-09-01,SHMUP,Horizontal
305119f8-165a-47a0-9d18-23e7c8539736,Super Real Mahjong P4,スーパーリアル麻雀P IV,セタ / Seta,SHVC-4S,1994-03-25,Table Game,Mahjong
8cdb7454-da07-4715-be90-a478965e4994,Super Real Mahjong PV - Paradise - All-Star 4 Nin Uchi,スーパーリアル麻雀PV パラダイス オールスター4人打ち,セタ / Seta,SHVC-A5PJ-JPN,1995-04-21,Table Game,Mahjong
8962b11c-37ec-4f8d-8111-76b0c24a0a96,Super Robot Taisen EX,スーパーロボット大戦EX,バンプレスト / ウィンキーソフト / Banpresto / winkysoft,SHVC-E6,1994-03-25,Strategy,Turn Based
a03ade04-e920-4013-8fa9-2b97225cc6ad,Super Robot Taisen Gaiden - Masou Kishin - The Lord Of Elemental,スーパーロボット大戦外伝 魔装機神,バンプレスト / ウィンキーソフト / Banpresto / Winkysoft,SHVC-ALXJ-JPN,1996-03-22,Strategy,Turn Based
d1b8f4f8-1c3a-487c-9827-04a284bfab2f,Super Royal Blood,スーパーロイヤルブラッド,光栄 / Koei,SHVC-IU,1992-10-22,Strategy,
83001a6b-440b-47a3-b133-a533311ebc92,Super Rugby,スーパーラグビー,トンキンハウス（東京書籍） / Tonkin House (Tokyo Shoseki),SHVC-I3,1994-10-21,Sports,Rugby
e88df65b-c1d1-43ff-9ae9-be94f1a38744,Super Sangokushi,スーパー三国志,光栄 / Koei,SHVC-I4,1994-08-12,Strategy,
61ed2082-cd0c-41dd-9967-02c3ca50a6ab,Super Sangokushi II,スーパー三国志II,光栄 / Koei,SHVC-XL,1991-09-15,Strategy,
d8f37251-fa3f-4e5d-b645-8e0a6f6b484d,Super Scope 6,スーパースコープ6,任天堂 / インテリジェントシステムズ / Nintendo / Intelligent Systems,SHVC-LR,1993-06-21,Shooter,Target
f2988727-6ed5-480b-94e5-341ab19232aa,Super Shanghai - Dragon's Eye,スーパー上海ドラゴンズアイ,ホット・ビィ / 元気 / アクティビジョン / HOT-B / Genki / Activision,SHVC-DE,1992-04-28,Table Game,
b8ee67aa-327b-4dbc-9e3c-cdf41bea0280,Super Shougi,スーパーしょうぎ (SUPER 将棋),アイマックス / I'MAX,SHVC-SD,1992-06-19,Table Game,Shougi
f0772781-a7a2-4494-82aa-0a3b7a9e394e,Super Shougi 2,スーパーしょうぎ2 (将棋2),アイマックス / I'MAX,SHVC-2B,1994-06-17,Table Game,Shougi
f2a060dc-72c6-49c3-a153-687bd26dba02,Super Shougi 3 - Kitaihei,スーパー将棋3 棋太平,アイマックス / I'MAX,SHVC-A3IJ-JPN,1995-12-29,Table Game,Shougi
d3cad19a-3075-4c24-bbdf-cbef393a5e9b,Super Slap Shot,スーパースラップショット,アルトロン / ヴァージンゲーム / Altron / Ringler Studios / Virgin Games,SHVC-ZX,1993-08-20,Sports,Hockey
b8696a8e-63b9-4e39-b798-a3ed2494dede,Super Snakey,スーパースネーキー,四次元 / Yojigen / Spectrum Holo Byte / J.S.C.Gamos,SHVC-AWSJ-JPN / SNS-AWSE-USA,1994-12-16,Puzzle,Tetris
905b0cf5-8078-41ba-b838-c95967b9ed8c,Super Soukoban,スーパー倉庫番,パック・イン・ビデオ / シンキングラビット / Pack-in-Video / Thinking Rabbit,SHVC-VN,1993-01-29,Puzzle,Réflexion
9bf6fa41-4205-422a-a6a7-b5e9048f8a57,Super Stadium,スーパースタジアム,セタ / Seta,SHVC-SS,1991-07-02,Sports,Baseball
33592854-c7a1-40e5-a157-ac9176cd34f1,Super Star Wars,スーパー・スター・ウォーズ,"ビクター音楽産業 / ルーカスアーツ / Victor Musical Industries / Lucas Arts, Sculptured Software",SHVC-V4 / SNS-V4,1992-12-18 / 1992-11-01,Platformer,
d562aef4-237c-4cb3-a6c6-90ff4e6b63da,Super Star Wars - Return Of The Jedi,スーパースターウォーズ ジェダイの復讐,"ビクターエンタテインメント / ルーカスアーツ / Victor Entertainment / Lucas Arts, Sculptured",SHVC-ARJJ-JPN / SNS-ARJE-USA,1995-06-23 / 1995-06-22,Platformer,
8a147e64-9abb-4ac7-99d2-31875daa4104,Super Star Wars - The Empire Strikes Back,スーパー・スター・ウォーズ 帝国の逆襲,ビクターエンタテインメント / ルーカスアーツ / Victor Entertainment / Lucas Arts,SHVC-V9 / SNS-E5,1993-12-17 / 1993-06-01,Platformer,
a5ea63b5-dbfa-4789-ba2a-0f48cd4e166c,Super Street Fighter II Turbo - Hyper Fighting,スーパーストリートファイターIIターボ,カプコン / Capcom,SHVC-XW,1994-06-25,Fighting,Versus
ff3e96a2-f5fa-462b-999f-6d1ae0f3f01e,Super Swiv,スーパーSWIV,ココナッツ・ジャパン / Coconuts Japan,SHVC-SQ,1992-11-13,SHMUP,Vertical
c8ac30a6-26df-48d4-a3d0-31098cfc17ae,Super Tekkyuu Fight!,スーパー鉄球ファイト！,バンプレスト / メトロ / Banpresto / Metro,SHVC-AIBJ-JPN,1995-09-15,Puzzle,Bomberman
853a9be7-6140-48e2-b97c-8e31ea8308c6,Super Tennis - World Circuit,スーパーテニス ワールドサーキット,トンキンハウス / Tonkin House,SHVC-ST,1991-08-30,Sports,Tennis
8373090b-a8eb-4296-8db0-83222b0e15f2,Super Tetris 2 + Bombliss,スーパーテトリス2＋ボンブリス,ビー・ピー・エス / Bullet-Proof Software / Elorg,SHVC-T2,1992-12-18,Puzzle,Tetris
aec15f29-1950-48fb-bd55-dc772067046f,Super Tetris 3,スーパーテトリス3,ビー・ピー・エス / Bullet-Proof Software / Elorg,SHVC-AT3J-JPN,1994-12-16,Puzzle,Tetris
5a977bf4-7817-4ac5-aaca-55cff23fc21a,Super Troll Islands,スーパートロールアイランド 幸せをあげる,ケムコ（コトブキシステム） / Kemco,SHVC-9T / SNS-5L,1994-03-25 / 1993-01-01,Puzzle,
553462c7-3d15-4e0a-a7ee-80034ceb9a79,Super Trump Collection,スーパートランプコレクション,ボトムアップ / Bottom Up,SHVC-AT7J-JPN,1995-04-21,Table Game,Cards
5a20d4d5-6236-4201-8f7a-882fb37774f7,Super Trump Collection 2,スーパートランプコレクション2,ボトムアップ / Bottom Up,SHVC-AQKJ-JPN,1996-07-19,Table Game,Cards
7ae48213-58a4-4fb9-9c51-4e0a856aa6d7,Super Tsume Shougi 1000,スーパー詰将棋1000,ボトムアップ / Bottom Up,SHVC-AIOJ-JPN,1994-12-16,Table Game,Shougi
7c660df8-bea3-42c0-bc3b-b6c31e57182e,Super Turrican,スーパータリカン,トンキンハウス（東京書籍） / ファクター5 / Tonkin House (Tokyo Shoseki) / Factor 5,SHVC-T9 / SNS-TU,1993-09-03 / 1993-01-01,Platformer,
2df8ba0b-9054-4a1e-a25b-beb0f521df92,Super Ultra Baseball,スーパーウルトラベースボール（野球）,カルチャーブレーン / Culture Brain,SHVC-UB,1991-07-12,Sports,Baseball
232b5cba-262d-4afe-93bd-70901fad860a,Super Ultra Baseball 2,スーパーウルトラベースボール2,カルチャーブレーン / Culture Brain,SHVC-UO,1994-07-28,Sports,Baseball
3227924b-4cf8-48b2-9db1-6152ecf0e010,Super UNO,スーパーUNO,トミー / Tomy,SHVC-UN,1993-11-12,Table Game,Cards
0bccaac1-ffda-487b-9771-943c1c5a8d4e,Super Valis - Akaki Tsuki no Otome,スーパーヴァリス 赤き月の乙女,レーザーソフト（日本テレネット） / Laser Soft (Telenet Japan),SHVC-VA,1992-03-27,Beat 'em All,
fdfe5e4a-ff7e-4926-966d-b7b81640669d,Super Variable Geo,スーパーヴァリアブル・ジオ,テイジイエル / 戯画 / Technical Group Laboratory / Giga,SHVC-AXYJ-JPN,1995-07-21,Fighting,Versus
8cf9c84e-afad-491e-a800-f74c5d519e6f,Super Volley 2,スーパーバレーII,ビデオシステム / Video System,SHVC-VB,1992-12-25,Sports,Volleyball
4a85d2be-1383-4f1f-a71d-25c3883541d1,Super Wagyan Land,スーパーワギャンランド,ナムコ / Namco,SHVC-SW,1991-12-13,Platformer,
4ff00517-661a-4cb5-9fa2-b562d511cda8,Super Wagyan Land 2,スーパーワギャンランド2,ナムコ / Namcot,SHVC-S6,1993-03-25,Platformer,
19ae6aa1-b2d5-4d61-bd86-5c117ea037aa,Super Wrestle Angels,スーパーレッスルエンジェルス,イマジニア / グレイト / Imagineer / Great,SHVC-AWAJ-JPN,1994-12-16,Sports,Wrestling
578113f5-d3f9-4930-9e48-1eb3abb85725,Super Yakyuu Dou,スーパー野球道,バンプレスト / バンプレ企画 / 日本クリエイト / Banpresto / Nihon Create,SHVC-A82J-JPN,1996-01-26,Sports,Baseball
3238894d-7ef4-4a22-805c-12394bfdd64e,Super Zugan - Hakotenjou Kara no Shoutaijou,スーパーヅガン —ハコテン城からの招待状—,エレクトロニック・アーツ・ビクター / Electronic Arts Victor,SHVC-ZU,1994-02-11,Table Game,Mahjong
0fcd76f8-a73f-4b41-8ef9-a50a337378d8,Super Zugan 2 - Tsukanpo Fighter,スーパーヅガン2 ツカンポファイター〜明菜コレクション〜,J・ウイング / J-WING,SHVC-AJZJ-JPN,1994-12-30,Table Game,Mahjong
2df09f47-2cac-4a2b-a355-e4749e9a7ecc,Supiritto Oozumou Tamashii,スピリット 大相撲魂,タカラ / Takara,SHVC-OZ,1992-12-11,Sports,Sumo (相撲)
79592d82-7095-4e31-b9d4-d660a84ec968,Sutobasu Yarou Show - 3 On 3 Basketball,ストバスヤロウ将,ビーアイ / B-AI,SHVC-3X,1994-02-25,Sports,Basketball
3445a55c-9a47-466c-ab7b-4c7b6853b4c3,Sutte Hakkun,すってはっくん,任天堂 / インディーズゼロ / Nintendo / indieszero,SHVC-BSHJ-JPN,1998-08-01,Puzzle,
63f14c64-6b81-4500-bac0-eaeb776edd7e,Suzuka 8 Hours,スズカエイトアワーズ,ナムコ / Namcot,SHVC-8H / SNS-8H,1993-10-15 / 1993-01-01,Racing,Moto
3d2ce787-cb84-4543-8995-57a917bd7ec5,Sword Maniac,ソード・マニアック,東芝EMI / Toshiba EMI,SHVC-S5-(TOPN-2003),1994-02-11 / 1994-02-01,Beat 'em All,
6117abf9-b1b7-4bea-bf4a-eb5ffa22dff9,Sword World SFC,ソード・ワールドSFC,ティーアンドイーソフト / グループSNE / T&E Soft / Group SNE,SHVC-AW,1993-08-06,RPG,
f9de277c-4995-4677-b2c7-1ecf2a6af49c,Sword World SFC 2 - Inishie no Kyojin Densetsu,ソードワールドSFC2 いにしえの巨人伝説,ティーアンドイーソフト / グループSNE / T&E Soft / Group SNE,SHVC-7M,1994-07-15,RPG,
96bcc6d7-d33f-459e-b273-3117ebb47107,Syndicate,シンジケート,エレクトロニック・アーツ・ビクター / Electronic Arts Victor / Bullfrog Productions,SHVC-AFYJ-JPN / SNS-AFYE-USA,1995-05-19 / 1995-01-01,Strategy,
5c68d93a-2813-41dc-8ef5-9484d9c730c3,Syvalion,サイバリオン,東芝EMI / タイトー / Toshiba EMI / Taito,SHVC-SY-(TOPN-2002),1992-07-24,SHMUP,
f4e5b69c-fb86-409f-ade9-4556a7d7bf1b,T2 - The Arcade Game,T2 ザ・アーケードゲーム,"アクレイムジャパン, ヒロ / Acclaim Japan, Hiro / Ljn, Probe / Midway",SHVC-XV,1994-02-25,Shooter,Target
a44fb1da-f9d8-413a-9b52-7b9a27998c8b,Table Game Daisyugo!! Shougi Mahjong Hanafuda,テーブルゲーム大集合！！ 将棋・麻雀・花札・トゥーサイド,バリエ / Varie,SHVC-AG8J-JPN,1996-07-26,Table Game,Shougi
6b3e9af9-7cff-4508-b0ff-d24e4da570c5,Tactical Soccer,タクティカル・サッカー,エレクトロニック・アーツ・ビクター / Electronic Arts Victor,SHVC-AZZJ-JPN,1995-04-21,Sports,Soccer
8544dd75-5c85-45a4-b7c0-98dc7abe0bee,Tactics Ogre - Let Us Cling Together,タクティクス オウガ,クエスト / Quest,SHVC-AO7J-JPN,1995-10-06,RPG,
617c6032-0a48-4478-bf03-16c0a4cdafbc,Tadaima Yuusha Boshuuchuu Okawari,ただいま勇者募集中おかわり,ヒューマン / Human,SHVC-ATYJ-JPN,1994-11-25,Table Game,
8a4de55b-8c39-46b4-be03-2cbb84af5872,Taekwon-Do,足台 拳 道 テコンドー,ヒューマン / Human,SHVC-II,1994-06-28,Sports,Martial Arts
f3e41ac8-7d21-4e8f-a243-1a7cb08b28c3,Taiketsu!! Brass Numbers,対決！！ブラスナンバーズ,レーザーソフト（日本テレネット） / Laser Soft (Telenet Japan),SHVC-TB / SNS-DM,1992-11-20,Fighting,Versus
4b926f5a-6e2c-49b1-b4a9-b022929055ec,Taikou Risshiden,太閤立志伝,光栄 / Koei,SHVC-TD,1993-04-07,RPG,
697093e6-56b3-44e0-a90e-c2abe6fb90db,Taikyoku Igo - Goliath,対局囲碁ゴライアス,ビー・ピー・エス / Bullet-Proof Software,SHVC-IA,1993-05-14,Table Game,Igo
d4cfb797-e017-4568-b6de-209101a79ff0,Taikyoku Igo - Idaten,対局囲碁 韋駄天,ビー・ピー・エス / Bullet-Proof Software,SHVC-AIIJ-JPN,1995-12-29,Table Game,Igo
83e6bf6c-7859-465d-85a1-6f216436da12,Takahashi Meijin no Daibouken Shima,高橋名人の大冒険島,ハドソン / Hudson,SHVC-H2,1992-01-11,Platformer,
855862a7-63c6-4374-a451-9e8a413882f2,Takahashi Meijin no Daibouken Shima II,高橋名人の大冒険島II,ハドソン / Hudson,SHVC-AT2J-JPN,1995-01-03,Platformer,
e732fca5-2db1-4c86-b4ec-71baea1c750a,Take Yutaka GI Memory,武豊GIメモリー,"NGP / ギャップス, ナグザット / N&G Project / GAPS, Naxat",SHVC-AGBJ-JPN,1995-07-21,Strategy,
85f0cc1c-a981-4192-8c3d-8cd4c58c3482,Takeda Nobuhiro no Super League Soccer,武田修宏のスーパーリーグサッカー,ジャレコ / Jaleco,SHVC-ATKJ-JPN,1994-11-25,Sports,Soccer
da2709c9-73a7-465b-9038-756a90de4468,Takemiya Masaki Kudan no Igo Taishou,武宮正樹九段の囲碁大将,日本ソフトシステム / ケイエスエス / アウトバック / Nihon Soft System / KSS / Outback,SHVC-AITJ-JPN,1995-08-11,Table Game,Igo
e66fba86-fad3-40fd-8e3e-22093dc6bbbb,Tales of Phantasia,テイルズ オブ ファンタジア,ナムコ / ウルフチーム / Namco / Wolf Team,SHVC-ATVJ-JPN,1995-12-15,RPG,
5c733317-7805-4bc2-85d3-a311060bc3e0,Tamagotchi Town,たまごっちタウン,バンダイ / マリーガル / Bandai / Marigul,SHVC-BTTJ-JPN,1999-05-01,Strategy,Breeding
b50f88ab-8bb0-45a7-a87b-6ccc853f602f,Tarot Mystery,タロットミステリー,ヴィジット / 浮世亭 / Visit / Ukiyotei,SHVC-AT5J-JPN,1995-04-28,Simulation,Tarot
76ef01d3-1a90-46c2-b400-3d73b9e953a2,Tatakae Genshijin,ジョー＆マック 戦え原始人,データイースト / Data East,SHVC-JT,1991-12-06,Platformer,
31e560b7-503e-4dce-a7b8-a83d02b8e594,Tatakae Genshijin 2 - Rookie no Bouken,戦え原始人2 ルーキーの冒険,データイースト / Data East,SHVC-J2 / SNS-J2,1992-12-18 / 1993-01-01,Platformer,
c8ca747b-beaf-47ca-9656-382332cc508d,Tatakae Genshijin 3 - Shuyaku ha Yappari - Joe & Mac,ジョー アンド マック 戦え原始人3 主役はやっぱりJOE & MAC,データイースト / Data East,SHVC-J3,1994-02-18,Platformer,
d6796320-78e3-4c55-ad2f-057a15be18f2,Tecmo Super Baseball,テクモスーパーベースボール,テクモ / Tecmo,SHVC-ATBJ-JPN,1994-10-28,Sports,Baseball
defe510a-69da-430f-8ad2-f452f79d3433,Tecmo Super Bowl,テクモスーパーボウル,テクモ / Tecmo,SHVC-7T / SNS-7T,1993-11-26 / 1993-11-01,Sports,Football
5a76b9d8-459a-4149-995c-5457e8d3e98e,Tecmo Super Bowl 2 - Special Edition,テクモスーパーボウルII スペシャルエディション,テクモ / Tecmo,SHVC-ASBJ-JPN,1994-12-20,Sports,Football
8a3f94d3-98a0-4932-b6b2-2d77461420be,Tecmo Super Bowl III - Final Edition,テクモスーパーボウルIII ファイナルエディション,テクモ / Tecmo,SHVC-AW4J-JPN / SNS-AW4E-USA,1995-12-22,Sports,Football
623cf681-7967-4f0b-a399-3757a1e3993d,Tecmo Super NBA Basketball,テクモスーパーNBAバスケットボール,テクモ / Tecmo,SHVC-NA,1992-12-25,Sports,Basketball
fc4bf895-9044-4eca-9219-8eb1428f0b52,Teenage Mutant Ninja Turtles - Turtles In Time,ティーンエージ ミュータント ニンジャ タートルズ／タートルズ イン タイム,コナミ / Konami,SHVC-TM,1992-07-24,Beat 'em All,
7f3b6d59-ecda-49a7-88e2-87a48b9d7301,Teenage Mutant Ninja Turtles: Mutant Warriors,T.M.N.T. ミュータントウォーリアーズ,コナミ / Konami,SHVC-KY,1993-12-03,Fighting,Versus
e34b9e4b-7566-4964-b755-98c85b74448a,Teitoku no Ketsudan,提督の決断,光栄 / Koei,SHVC-TK,1992-09-24,Strategy,
bee0bf23-110d-4992-9a9f-4df6f2f37607,Teitoku no Ketsudan II,提督の決断II,光栄 / Koei,SHVC-ATEJ-JPN / SNS-ATEE-USA,1995-02-17,Strategy,
c6d77259-bb21-4cd6-a784-e841ad9f7ce0,Tekichuu Keiba Juku,的中競馬塾,バンプレスト / バンプレ企画 / Banpresto,SHVC-APCJ-JPN,1996-01-19,Sports,Horse
f78eb188-246c-4a2c-adb7-e00d0f8798ae,Tenchi Muyou! Game Hen,天地無用！ げーむ編,バンプレスト / Banpresto,SHVC-AMUJ-JPN,1995-10-27,RPG,
398638e4-99a9-430c-b962-6f63cdfe626f,Tenchi Souzou,天地創造,エニックス / クインテット / Enix / Quintet,SHVC-AQTJ-JPN,1995-10-20,RPG,Action
04225bf2-92cf-458c-9af5-caf8927df1b0,Tenchi wo Kurau - Sangokushi Gunyuuden,天地を喰らう 三国志群雄伝,カプコン / Capcom,SHVC-AKTJ-JPN,1995-08-11,Strategy,
4d229d44-a715-419c-af59-b9e07b9e837d,Tenryuu Genichiro no Pro Wrestling Revolution,レヴォリューション 天龍源一郎のプロレス,ジャレコ / Jaleco,SHVC-LJ,1994-09-30,Sports,Wrestling
48f753b7-1b73-4fbc-87f6-970cd11e5c38,Tenshi no Uta: Shiroki Tsubasa no Inori,天使の詩 〜白き翼の祈り〜,日本テレネット / Telenet Japan,SHVC-UA,1994-07-29,RPG,
4fa10a91-1e74-41ee-bcf2-4a9df19cc793,Tetris Battle Gaiden,テトリスバトル 武闘外伝,ビー・ピー・エス / Bullet-Proof Software / Elorg,SHVC-4G,1993-12-24,Puzzle,Tetris
43e9b85e-5c0e-4871-b146-dc705995c2fe,Tetris Flash,テトリスフラッシュ,"ビー・ピー・エス / 任天堂 / Bullet-Proof Software / Nintendo, Elorg",SHVC-27,1994-07-08,Puzzle,Tetris
b1d543fe-a0b1-4ebd-872f-ffaeddbb040f,Tetsuwan Atom,鉄腕アトム,"バンプレスト, ザムス / Banpresto, Zamuse",SHVC-ZB,1994-02-18,Platformer,
f8c63e3d-7ead-43db-afae-9f982f0a1ee6,The Addams Family,アダムス・ファミリー,ミサワエンターテインメント / Misawa Entertainment,SHVC-AF / SNS-AF,1992-10-23 / 1992-01-01,Platformer,
99f02245-a1ff-4891-b97e-626752c6c0f9,The Adventures of the Rocketeer,ロケッティア,アイ・ジー・エス / IGS (Information Global Service) / Novalogic,SHVC-RK,1992-02-28,Aventure,
a6a67678-d0c4-483c-8d99-a3ca7a768db9,The Amazing Spider-Man - Lethal Foes,スパイダーマン リーサルフォーズ,エポック社 / Epoch,SHVC-ASPJ-JPN,1995-03-17,Beat 'em All,
809b2e7c-ad19-41a8-9678-ac32d5968ec6,The Atlas Renaissance Voyager,ジ・アトラス,パック・イン・ビデオ / アートディンク / Pack-in-Video / Artdink,SHVC-AATJ-JPN,1995-03-24,Strategy,
03238972-2cdc-4700-b7a2-346aca9e32a3,The Blue Crystal Rod,ザ ブルークリスタルロッド,ナムコ / ゲームスタジオ / Namcot / Game Studio,SHVC-NU,1994-03-25,RPG,First Person
2b173a4d-a35f-43ed-b2f5-be977d90e0d9,The Blues Brothers,ブルースブラザーズ,ケムコ（コトブキシステム） / Kemco,SHVC-B6 / SNS-B6,1993-03-26 / 1993-06-01,Platformer,
53925402-25d4-4aba-8580-2705d599e6b2,The Chessmaster,チェスマスター,アルトロン / Altron / The Software Toolworks,SHVC-CH / SNS-CH,1995-02-17 / 1991-09-01,Table Game,Chess
8cb15e11-9676-4e51-b12b-4ac97bdfdf30,The Combatribes,コンバットライブス,テクノスジャパン / Technos Japan,SHVC-CR / SNS-CR,1992-12-23 / 1993-03-01,Beat 'em All,
769e1488-bf5f-44c2-80ee-6b46a495a1f8,The Firemen,ザ・ファイヤーメン,ヒューマン / Human,SHVC-AFMJ-JPN,1994-09-09,RPG,Adventure
2c8d980b-a826-424c-874a-1579d1ef9b35,The Flintstones - The Treasure of Sierra Madrock,ザ・フリントストーンズ,タイトー / Taito,SHVC-9F,1994-08-12,Platformer,
bddc3614-456d-4c47-80e5-a864b7b9bd1e,The Game of Life - Super Jinsei Game,SUPER 人生ゲーム,タカラ / ダイナマイト / Takara / Dynamite,SHVC-LG,1994-03-18,Table Game,
d2e44a55-129d-4879-bc3f-f8089d5d7d65,The Game of Life - Super Jinsei Game 2,SUPER人生ゲーム2,タカラ / Takara,SHVC-AL2J-JPN,1995-09-08,Table Game,
5a74b848-e7e0-4ded-b86a-7a30fd41601a,The Game of Life - Super Jinsei Game 3,スーパー人生ゲーム3,タカラ / Takara,SHVC-A3XJ-JPN,1996-11-29,Table Game,
fd32c6e7-6f99-4162-a43c-eabb5d7e5d91,The Hunt For Red October,レッド・オクトーバー,アルトロン / Altron,SHVC-RO / SNS-RO,1993-10-01 / 1993-01-01,SHMUP,Horizontal
3bbddc65-4ea4-4328-a88f-7de738cf02b5,The Incredible Crash Dummies - Dr. Sabu o Sukuidase,クラッシュ・ダミー 〜Dr.サブを救い出せ〜,アクレイムジャパン / Acclaim Japan / Ljn / Gray Matter,SHVC-C7,1994-09-30,Platformer,
7358a588-fe1f-4b9b-8bee-2c3a49ea8a67,The Jungle Book,ジャングルブック,ヴァージンゲーム / Virgin Interactive,SHVC-7K / SNS-7K,1994-07-15 / 1994-07-14,Platformer,
b542d8a4-885b-462e-825a-dd877624631e,The King of Dragons,ザ・キングオブドラゴンズ,カプコン / Capcom,SHVC-EI / SNS-EI,1994-03-04 / 1994-01-01,Beat 'em All,
e1ea34f3-b9a7-435b-b04b-44a9bec85c63,The King of Rally,ザ・キング・オブ・ラリー パリ−モスクワ−北京,メルダック / カゼ / Meldac / Kaze,SHVC-KP,1992-12-28,Sports,Off Road Racing
102561b8-9b10-4303-b07b-b0583a0ba0ed,The Last Battle,ザ・ラストバトル,"テイチク / アトリエドゥーブル / Teichiku / Atelier Double, POWWOW",SHVC-3T,1994-12-02,RPG,
b743a37b-2c6a-4098-9eb0-990175d3733a,The Lion King,ライオンキング,ヴァージンゲーム / Virgin Games / Westwood Studios,SHVC-ALKJ-JPN / SNS-ALKE-USA,1994-12-09,Platformer,
87d96a31-c2c4-4b3f-bc97-6b3e22506aeb,The Mahjong Touhaiden,The 麻雀 闘牌伝,ビデオシステム / Video System,SHVC-TY,1993-04-16,Table Game,Mahjong
feb556ac-c6d5-4728-9ad0-9daac916dd7b,The Mask,マスク,ヴァージンインタラクティブ エンターテインメント / Virgin Interactive Entertainment / THQ,SHVC-AV9J-JPN / SNS-AMGE-USA,1996-12-27 / 1995-01-01,Platformer,
4bcda654-256b-4f5f-9948-2da9645bcf88,The Ninja Warriors Again,ザ・ニンジャウォーリアーズ アゲイン,タイトー/ナツメ / Taito / Natsume,SHVC-NI,1994-01-28,Beat 'em All,
a4e226e8-3045-40a0-a90b-66317973b708,The Ring: Final Knockout,ファイナル ノックアウト,パック・イン・ビデオ / エレクトロブレイン / Pack-in-Video / Electro Brain / Sculptured Software,SHVC-LL,1993-11-05,Sports,Boxing
61f2fdc5-3ea7-4962-b8a3-7a8b1fc3ca12,The Shinri Game - Akuma no Kokoroji,The 心理ゲーム 悪魔のココロジー,ヴィジット / 浮世亭 / Visit / Ukiyotei,SHVC-AK,1993-03-26,Simulation,Strategy
68e117fd-0f21-4b6c-962d-0ec0eb050978,The Shinri Game 2 - Magical Trip,ザ・心理ゲーム2 〜マジカルトリップ〜,ヴィジット / Visit,SHVC-ASIJ-JPN,1995-02-10,Simulation,Strategy
0b4a7e61-75a7-4233-9e58-dc61c26562d5,The Shinri Game 3,ザ・心理ゲーム3,ヴィジット / Visit,SHVC-AK3J-JPN,1995-08-25,Simulation,Strategy
360be883-dc32-4d72-8d56-95c007a91121,The Simpsons - Bart no Fushigi na Yume no Daibouken,バートの不思議な夢の大冒険,アクレイムジャパン / Acclaim Japan / Sculptured Software,SHVC-BN,1993-02-26,Platformer,Action
8575dc12-4ff8-4140-9893-bd82920b01ee,Theme Park,テーマパーク,エレクトロニック・アーツ・ビクター / Electronic Arts Victor / Bullfrog Productions,SHVC-ATQJ-JPN,1995-12-15,Strategy,
dd239c0c-af68-456c-8df3-7fde8d9ca975,Thoroughbred Breeder,サラブレッドブリーダー,ヘクト / Hector,SHVC-TF,1993-08-27,Sports,Horse
ba253aea-c130-4118-879e-c8e12c002fba,Thoroughbred Breeder 2,サラブレッドブリーダーII,ヘクト / hector,SHVC-QW,1994-06-08,Sports,Horse
